UREBLOCK SA DE CV,20.564370967741933,Unnamed: 2,Unnamed: 3,18,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,20.459935714285706,Unnamed: 11,Unnamed: 12,18.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,20.374246666666668,Unnamed: 20,Unnamed: 21,18.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,T1,Unnamed: 29,Unnamed: 30,20.098163333333336,Unnamed: 32,Unnamed: 33,18.3,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,19.46746774193548,Unnamed: 41,Unnamed: 42,18.4,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,19.07029,Unnamed: 50,Unnamed: 51,19,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,T2,Unnamed: 59,Unnamed: 60,18.68416129032258,Unnamed: 62,Unnamed: 63,19.1,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,18.72754193548387,Unnamed: 71,Unnamed: 72,19.2,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,18.525080000000003,Unnamed: 80,Unnamed: 81,19.3,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,T3,Unnamed: 89,Unnamed: 90,18.4134709677419,Unnamed: 92,Unnamed: 93,19.4,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,20.29187,Unnamed: 101,Unnamed: 102,19.5,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,20.26635333333333,Unnamed: 110,Unnamed: 111,19.6,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,T4,Unnamed: 119,Unnamed: 120,,Unnamed: 122,Unnamed: 123,17.999998826176505,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133
DIVERSOS,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
EQUIPOS MENORES,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
ARRENDAM MAQ Y EQUIPO,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
GASTOS DE VENTA,30742.04,0.0030041894247498377,,0,0,,30742.04,,,28799.559999999998,0.002753930297485193,,,,,28799.559999999998,,,27569.440000000002,0.0026470548378148906,,,,,27569.440000000002,,,87111.04000000001,0.0028004744297463174,,25285.36,0.0025411870966657816,,,,,25285.36,,,36394.73,0.0036288893840292695,,,,,36394.73,,,75230.94,0.006961384074939428,,,,,75230.94,,,136911.03000000003,0.004447145075044016,,70750.47,0.005283281922400747,,,,,70750.47,,,76267.7,0.007549242390932981,,,,,76267.7,,,76724.9,0.006885608944574274,,,,,76724.9,,,223743.06999999998,0.006459678652159075,,78697.57,0.007070511041807299,,,,,78697.57,,,,,,,,,,,,,,,,,,,,,78697.57,0.007070511041807299,,526462.71,0.004890078550219641,,0,0,,526462.71,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL DE GASTOS,1867762.1150000002,0.1825224088522229,,2595949.021568461,0.45197760138616305,,-471911.5318922012,-0.2694551925339401,,1867466.185,0.17857466247403048,,,,,2143445.101036923,,,1867365.8299999996,0.17929344064557415,,,,,2141142.3902489394,,,5602594.13,0.18011404296529823,,1911957.7100000002,0.19215238628291853,,,,,2155112.3234527195,,,1904910.98,0.18993714839601203,,,,,2168595.675418009,,,1961178.67,0.1814747756900138,,,,,2234231.2759429705,,,5778047.36,0.18768257649069672,,2286957.9250000003,0.17077827839791912,,,,,2560043.070427027,,,1922861.115,0.19033148555987212,,,,,2170537.477249264,,,1960004.9799999997,0.17589893009568108,,,,,2208479.60946937,,,6169824.02,0.17812878186382392,,2175576.51,0.1954626773895507,,,,,2377086.383012601,,,,,,,,,,,,,,,,,,,,,2175576.51,0.1954626773895507,,19726042.02,0.1832264529480793,,2480658.154166667,0.4319044453738354,,17245383.865833335,-0.24867799242575608,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGEN DE OPERACIÓN,-3685893.2050000057,-0.3601947491844491,,-649115.4568763408,-0.11301672135471658,,-3293053.122799925,-0.24717802782973253,,-2256548.3949999954,-0.21578027555740686,,,,,-2532527.3110369183,,,-2531416.290000034,-0.2430516447547724,,,,,-2805192.850248974,,,-8473857.890000034,-0.272420376823066,,-3069252.5799999954,-0.30846090594336595,,,,,-3312407.193452715,,,-3726449.7400000277,-0.3715613194988596,,,,,-3990134.4354180368,,,-3221762.589999998,-0.2981210494945509,,,,,-3494815.1959429686,,,-10017464.910000023,-0.32538736827071446,,-2217849.435000026,-0.165617611113288,,,,,-2490934.580427053,,,-2273024.2249999996,-0.22499184890835286,,,,,-2520700.587249263,,,-2267370.039999989,-0.2034831381739651,,,,,-2515844.6694693593,,,-6758243.700000014,-0.19511702666356842,,-2625724.839999987,-0.23590584148872204,,,,,-2827234.713012588,,,,,,,,,,,,,,,,,,,,,-2625724.839999987,-0.23590584148872204,,-27875291.340000052,-0.25892121450132255,,-533824.5894745467,-0.09294356534238891,,-27341466.75052551,-0.16597764915893365,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANTENIMIENTO MAYORES FABRIC,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
FLETES ACTIVOS FIJOS FABRIC,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
GASTOS DE IMPORTACION ACTIVOS FIJOS,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
MANTENIMIENTO MAYORES ADMON,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
MANTENIMIENTO MAYORES VENTA,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
MTTO MAYORES,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGEN,-3685893.2050000057,-0.3601947491844491,,-649115.4568763408,-0.11301672135471658,,-3293053.122799925,-0.24717802782973253,,-2256548.3949999954,-0.21578027555740686,,,,,-2532527.3110369183,,,-2531416.290000034,-0.2430516447547724,,,,,-2805192.850248974,,,-8473857.890000034,-0.272420376823066,,-3069252.5799999954,-0.30846090594336595,,,,,-3312407.193452715,,,-3726449.7400000277,-0.3715613194988596,,,,,-3990134.4354180368,,,-3221762.589999998,-0.2981210494945509,,,,,-3494815.1959429686,,,-10017464.910000023,-0.32538736827071446,,-2217849.435000026,-0.165617611113288,,,,,-2490934.580427053,,,-2273024.2249999996,-0.22499184890835286,,,,,-2520700.587249263,,,-2267370.039999989,-0.2034831381739651,,,,,-2515844.6694693593,,,-6758243.700000014,-0.19511702666356842,,-2625724.839999987,-0.23590584148872204,,,,,-2827234.713012588,,,,,,,,,,,,,,,,,,,,,-2625724.839999987,-0.23590584148872204,,-27875291.340000052,-0.25892121450132255,,-533824.5894745467,-0.09294356534238891,,-27341466.75052551,-0.16597764915893365,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTROS INGRESOS 16%,0,,,0,0,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,0,,0,,,,,,
OTROS INGRESOS 0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTILIDAD O (PERDIDA) DE OPERACIÓN,-3685893.2050000057,,,,,,,,,-2256548.3949999954,,,,,,,,,-2531416.290000034,,,,,,,,,-8473857.890000034,,,-3069252.5799999954,,,,,,,,,-3726449.7400000277,,,,,,,,,-3221762.589999998,,,,,,,,,-10017464.910000023,,,-2217849.435000026,,,,,,,,,-2273024.2249999996,,,,,,,,,-2267370.039999989,,,,,,,,,-6758243.700000014,,,-2625724.839999987,,,,,,,,,,,,,,,,,,,,,,,,,,,-2625724.839999987,,,-27875291.340000052,,,-533824.5894745467,,,-27341466.75052551,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTOS DE ADMON CORPORATIVO,256275.3746762596,0.025043873810138215,,115290.86740179425,0.020073156012327693,,140984.50727446534,0.004970717797810522,,275978.91603692295,0.026390219098528046,,,,,275978.91603692295,,,273776.56024893996,0.026286408729639645,,,,,273776.56024893996,,,806030.8509621226,0.025912545501765204,,243154.61345271918,0.02443711959018206,,,,,243154.61345271918,,,263684.69541800907,0.026291789825983167,,,,,263684.69541800907,,,273052.60594297067,0.025266520166199,,,,,273052.60594297067,,,779891.9148136989,0.02533245486525364,,273085.1454270267,0.02039259685639953,,,,,273085.1454270267,,,247676.36224926365,0.02451586835743328,,,,,247676.36224926365,,,248474.62946937018,0.022299137974426477,,,,,248474.62946937018,,,769236.1371456606,0.022208590655295533,,201509.8730126013,0.018104469835203096,,,,,201509.8730126013,,,,,,,,,,,,,,,,,,,,,201509.8730126013,0.018104469835203096,,2556668.775934083,0.023747762004286237,,115290.86740179425,0.020073156012327693,,2441377.908532289,0.003674605991958544,,,,,
GASTOS MONTERREY IV,50967.90990140344,0.004980712273076176,,,0,,50967.90990140344,,,58891.722476021896,0.0056314644667420765,,,,,58891.722476021896,,,54308.53344179956,0.005214384702110282,,,,,54308.53344179956,,,164168.1658192249,0.0052777323121741245,,53746.14075999163,0.005401505036703988,,,,,53746.14075999163,,,53774.49493485313,0.00536181182826811,,,,,53774.49493485313,,,64289.880656008994,0.0059489692854894196,,,,,64289.880656008994,,,171810.51635085375,0.0055807504452378195,,67789.86385979698,0.0050621990532709275,,,,,67789.86385979698,,,60302.41348668027,0.005968942765669024,,,,,60302.41348668027,,,63677.5666627637,0.005714687442823,,,,,63677.5666627637,,,191769.84400924094,0.005536580719458125,,53233.7294829401,0.0047827356309186,,,,,53233.7294829401,,,,,,,,,,,,,,,,,,,,,53233.7294829401,0.0047827356309186,,580982.2556622596,0.005396486422508898,,0,0,,580982.2556622596,,,,,,
GASTOS HACIENDA SAN JOSE,37094.08731212305,0.003624927455166514,,,0,,37094.08731212305,,,43382.027088088165,0.004148364723773883,,,,,43382.027088088165,,,38602.471779013045,0.0037063814018075546,,,,,38602.471779013045,,,119078.58617922425,0.0038281776422972418,,39846.222839037655,0.004004558658822016,,,,,39846.222839037655,,,41462.762661838,0.0041342188623481775,,,,,41462.762661838,,,49068.518704639595,0.004540483007275272,,,,,49068.518704639595,,,130377.50420551526,0.004234923042534174,,49881.738513198805,0.00372491217860043,,,,,49881.738513198805,,,44233.59499081605,0.004378395184436259,,,,,44233.59499081605,,,48079.48103278397,0.004314850910849366,,,,,48079.48103278397,,,142194.81453679883,0.004105301710176223,,39045.44500346179,0.00350800221695862,,,,,39045.44500346179,,,,,,,,,,,,,,,,,,,,,39045.44500346179,0.00350800221695862,,430696.3499250001,0.004000547317826434,,0,0,,430696.3499250001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTILIDAD O (PERDIDA) TOTAL,-4030230.5768897915,,,,,,,,,-2634801.0606010286,,,,,,,,,-2898103.8554697866,,,,,,,,,-9563135.492960606,,,-3405999.557051744,,,,,,,,,-4085371.693014728,,,,,,,,,-3608173.5953036174,,,,,,,,,-11099544.84537009,,,-2608606.1828000485,,,,,,,,,-2625236.5957267596,,,,,,,,,-2627601.7171649067,,,,,,,,,-7861444.495691715,,,-2919513.88749899,,,,,,,,,,,,,,,,,,,,,,,,,,,-2919513.88749899,,,-31443638.721521396,,,-649115.456876341,,,-30794523.264645062,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1933312.3200000054,,,,,,,,,-512231.5699999954,,,,,,,,,-807981.5400000343,,,,,,,,,-9563135.492960606,,,-1325461.3399999954,,,,,,,,,-1975559.4800000277,,,,,,,,,-1461346.399999998,,,,,,,,,-11099544.84537009,,,-124585.91000002623,,,,,,,,,-501307.88999999966,,,,,,,,,-426608.3499999889,,,,,,,,,-7861444.495691715,,,-695524.809999987,,,,,,,,,,,,,,,,,,,,,,,,,,,-2919513.88749899,,,-31443638.721521396,,,-649115.4568763408,,,-30794523.264645055,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manode Obra Directa,391053.1,0.03821469191815639,,,,,,,,360864.65,0.034507335977577096,,,,,,,,389120.51,0.037361053706150636,,,,,,,,1141038.26,0.0366824741214458,,367052.39,0.036888887374683856,,,,,,,,476226.99,0.0474842118185576,,,,,,,,370100,0.03424665764026187,,,,,,,,1213379.38,0.03941299787115004,,397961.21,0.029717700343329555,,,,,,,,532571.21,0.052715751946400255,,,,,,,,446197.5,0.040043603798071814,,,,,,,,1376729.92,0.039747523237312656,,766038,0.06882398195324174,,,,,,,,,,,,,,,,,,,,,,,,,,766038,0.06882398195324174,,4497185.56,0.04177236150935268,,,,,,,,,,,
Semanal,78210.62,,,,,,,,,90216.1625,,,,,,,,,97280.1275,,,,,,,,,87772.17384615385,,,91763.0975,,,,,,,,,95245.398,,,,,,,,,92525,,,,,,,,,93336.87538461537,,,99490.3025,,,,,,,,,106514.242,,,,,,,,,111549.375,,,,,,,,,105902.30153846153,,,153207.6,,,,,,,,,,,,,,,,,,,,,,,,,,,153207.6,,,102208.76272727271,,,,,,,,,,,,
Mano de Obra Directa Total,391053.1,0.03821469191815639,,,,,,,,360864.65,0.034507335977577096,,,,,,,,389120.51,0.037361053706150636,,,,,,,,1141038.26,0.0366824741214458,,367052.39,0.036888887374683856,,,,,,,,476226.99,0.0474842118185576,,,,,,,,370100,0.03424665764026187,,,,,,,,1213379.38,0.03941299787115004,,397961.21,0.029717700343329555,,,,,,,,532571.21,0.052715751946400255,,,,,,,,446197.5,0.040043603798071814,,,,,,,,1376729.92,0.039747523237312656,,766038,0.06882398195324174,,,,,,,,,,,,,,,,,,,,,,,,,,766038,0.06882398195324174,,4497185.56,0.04177236150935268,,,,,,,,,,,
Semanal,78210.62,,,,,,,,,90216.1625,,,,,,,,,97280.1275,,,,,,,,,87772.17384615385,,,91763.0975,,,,,,,,,95245.398,,,,,,,,,92525,,,,,,,,,93336.87538461537,,,99490.3025,,,,,,,,,106514.242,,,,,,,,,111549.375,,,,,,,,,105902.30153846153,,,153207.6,,,,,,,,,,,,,,,,,,,,,,,,,,,153207.6,,,102208.76272727271,,,,,,,,,,,,
Mano de Obra Indirecta,463764.1,0.04532019361104943,,,,,,,,437738.5,0.04185832413848414,,,,,,,,422104.45,0.040527976862631,,,,,,,,1323607.05,0.042551755765479954,,405072.96,0.04070996731548273,,,,,,,,485494.3,0.04840824787755593,,,,,,,,464293.26999999996,0.0429626929542493,,,,,,,,1354860.53,0.04400858961736701,,430255.17000000004,0.03212924750436938,,,,,,,,434294.19000000006,0.0429879504598133,,,,,,,,436750.13,0.039195757852691596,,,,,,,,1301299.4900000002,0.037569773828608384,,492214.36,0.044222548006451944,,,,,,,,,,,,,,,,,,,,,,,,,,492214.36,0.044222548006451944,,4471981.430000001,0.04153825152748912,,,,,,,,,,,
Mantenimiento Instalaciones,0,0,,,,,,,,0,0,,,,,,,,975,9.361374285692848e-05,,,,,,,,975,3.1344621405078615e-05,,11136.7,0.0011192420570416168,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,11136.7,0.0003617423706274263,,25757.55,0.0019234416150215449,,,,,,,,31005.56,0.0030690382417014805,,,,,,,,3396.91,0.00030485271248204687,,,,,,,,60160.020000000004,0.0017368779149560388,,1701.86,0.00015290205176106666,,,,,,,,,,,,,,,,,,,,,,,,,,1701.86,0.00015290205176106666,,73973.58,0.0006871077665518924,,,,,,,,,,,
Mantenimiento Equipo,14171.35,0.0013848599443767756,,,,,,,,1700,0.0001625608691842802,,,,,,,,18643.47,0.0017900359041444723,,,,,,,,34514.82,0.0011095938110404465,,47306.18,0.004754286836673429,,,,,,,,88337.35,0.00880804642947696,,,,,,,,11456,0.0010600640635688731,,,,,,,,147099.53000000003,0.004778088006355583,,5991.22,0.0004473935553944137,,,,,,,,27047.13,0.0026772190632348316,,,,,,,,22507.460000000003,0.0020199122826572305,,,,,,,,55545.810000000005,0.0016036612131668888,,48089.18,0.004320528298160396,,,,,,,,,,,,,,,,,,,,,,,,,,48089.18,0.004320528298160396,,285249.33999999997,0.0026495545695882417,,,,,,,,,,,
Combustible,0,0,,,,,,,,6096.15,0.000582938495692794,,,,,,,,0,0,,,,,,,,6096.15,0.00019598103977289227,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6096.15,5.662443281865388e-05,,,,,,,,,,,
Fletes,0,0,,,,,,,,0,0,,,,,,,,2742.36,0.0002633052142165399,,,,,,,,2742.36,8.816229328864757e-05,,0,0,,,,,,,,49552.41,0.004940831120386545,,,,,,,,88087.51,0.008151047817760453,,,,,,,,137639.92,0.004470820885340299,,74000,0.005525940142272628,,,,,,,,0,0,,,,,,,,1978.18,0.00017753003134546855,,,,,,,,75978.18,0.0021935634805399767,,38634.119999999995,0.0034710470990464907,,,,,,,,,,,,,,,,,,,,,,,,,,38634.119999999995,0.0034710470990464907,,254994.58,0.0023685315263454578,,,,,,,,,,,
Gastos de importación,16505.079999999998,0.0016129179062498793,,,,,,,,0,0,,,,,,,,20379.24,0.0019566942902355194,,,,,,,,36884.32,0.0011857692781371992,,0,0,,,,,,,,27719.11,0.0027638502611158143,,,,,,,,33554.35999999999,0.0031049032133426023,,,,,,,,61273.469999999994,0.0019902852994485337,,8847.33,0.0006606731891747687,,,,,,,,8755.45,0.0008666449137930497,,,,,,,,4551.550000000001,0.0004084748678939568,,,,,,,,22154.33,0.0006396169166441105,,15994.89,0.0014370462310017086,,,,,,,,,,,,,,,,,,,,,,,,,,15994.89,0.0014370462310017086,,136307.00999999998,0.0012660953438574482,,,,,,,,,,,
$ MOD / Ventas,26.167946143375406,,,,,,,,,28.979345164454337,,,,,,,,,26.765840381942255,,,,,,,,,27.260974728402154,,,27.108434847679383,,,,,,,,,21.05963143752096,,,,,,,,,29.199929829775744,,,,,,,,,25.372340446398546,,,33.64997925300301,,,,,,,,,18.969662066411743,,,,,,,,,24.97277730153129,,,,,,,,,25.158800311392948,,,14.529818990702818,,,,,,,,,,,,,,,,,,,,,,,,,,,14.529818990702818,,,23.939273813286896,,,,,,,,,,,,
$ MOI / Ventas,22.06521906288132,,,,,,,,,23.89011076247579,,,,,,,,,24.674313336426483,,,,,,,,,23.50079290526593,,,24.56400891335725,,,,,,,,,20.657636742594054,,,,,,,,,23.276008351359483,,,,,,,,,22.722836807416616,,,31.124289476870143,,,,,,,,,23.262332567700252,,,,,,,,,25.51296504479577,,,,,,,,,26.617141869470785,,,22.61289873785886,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61289873785886,,,24.07419578886756,,,,,,,,,,,,
